,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-2),Corr with auto_vol(-2),student_vol(-4),Corr with student_vol(-4),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(-2),Corr with mortgage 90(-2)
0,OH,DAYTON,2011-09,3.95,Refinancing_Purchase of Apartments_Coops,0.14525181818181823,3.804748181818182,-0.13578816943822147,0.1884,3.7616,-0.12234227512448935,0.23085045454545455,3.719149545454546,-0.10851722000336063,0.2845913636363636,3.6654086363636367,-0.12711410858951575,0.3502268181818181,3.599773181818182,-0.1357013064819609,0.5222018181818182,3.427798181818182,-0.2140112010353372,0.8332045454545454,3.116795454545455,-0.2538456678019555,0.005714285714285713,3.9442857142857144,-0.13595715712388726,0.04333333333333335,3.9066666666666667,-0.17944240632559114,0.10476190476190479,3.8452380952380953,-0.1927968084419281,0.9004761904761904,3.0495238095238095,0.3104780296474738,1.9752380952380955,1.9747619047619047,0.6736483565205867,2.8271428571428574,1.1228571428571428,0.6905249498370886,3.182380952380953,0.7676190476190472,0.6458492753500039,31992172727.7437,-0.09130272484670382,13753511368.0623,-0.4800154967993361,90.7743282432688,-0.4635742189089616,3.4,-0.261820866041685,3.4,0.12331868720472246
1,OH,DAYTON,2012-01,3.75,Refinancing_Purchase of Apartments_Coops,0.14564761904761903,3.604352380952381,-0.13578816943822147,0.2014238095238095,3.5485761904761906,-0.12234227512448935,0.28289523809523814,3.467104761904762,-0.10851722000336063,0.41424761904761903,3.335752380952381,-0.12711410858951575,0.5659000000000001,3.1841,-0.1357013064819609,0.7969761904761906,2.9530238095238093,-0.2140112010353372,1.1145476190476191,2.6354523809523807,-0.2538456678019555,0.0245,3.7255,-0.13595715712388726,0.06550000000000003,3.6845,-0.17944240632559114,0.11500000000000003,3.635,-0.1927968084419281,0.835,2.915,0.3104780296474738,1.9664999999999995,1.7835000000000005,0.6736483565205867,2.6950000000000003,1.0549999999999997,0.6905249498370886,3.026,0.7240000000000002,0.6458492753500039,34825519831.2788,-0.09130272484670382,11655650147.2578,-0.4800154967993361,89.6038877472871,-0.4635742189089616,2.9,-0.261820866041685,3.3,0.12331868720472246
2,OH,DAYTON,2012-04,3.24,Refinancing_Purchase of Apartments_Coops,0.14868421052631575,3.0913157894736845,-0.13578816943822147,0.18980526315789473,3.0501947368421054,-0.12234227512448935,0.23982894736842097,3.000171052631579,-0.10851722000336063,0.34777368421052635,2.8922263157894736,-0.12711410858951575,0.46680789473684203,2.773192105263158,-0.1357013064819609,0.7313999999999999,2.5086000000000004,-0.2140112010353372,1.048621052631579,2.1913789473684213,-0.2538456678019555,0.0666666666666667,3.1733333333333333,-0.13595715712388726,0.13904761904761903,3.100952380952381,-0.17944240632559114,0.18333333333333335,3.0566666666666666,-0.1927968084419281,0.8947619047619045,2.345238095238096,0.3104780296474738,2.0528571428571425,1.1871428571428577,0.6736483565205867,2.8166666666666664,0.4233333333333338,0.6905249498370886,3.1842857142857137,0.05571428571428649,0.6458492753500039,35532707747.113,-0.09130272484670382,11508699084.1195,-0.4800154967993361,89.6061116730853,-0.4635742189089616,3.6,-0.261820866041685,3.0,0.12331868720472246
3,OH,DAYTON,2012-11,2.81,Refinancing_Purchase of Apartments_Coops,0.1555,2.6545,-0.13578816943822147,0.18060909090909089,2.629390909090909,-0.12234227512448935,0.20888636363636362,2.6011136363636362,-0.10851722000336063,0.25813636363636355,2.5518636363636364,-0.12711410858951575,0.31102272727272723,2.4989772727272728,-0.1357013064819609,0.528347727272727,2.281652272727273,-0.2140112010353372,0.8631931818181818,1.9468068181818183,-0.2538456678019555,0.12449999999999999,2.6855,-0.13595715712388726,0.14450000000000002,2.6655,-0.17944240632559114,0.17850000000000002,2.6315,-0.1927968084419281,0.665,2.145,0.3104780296474738,1.654,1.1560000000000001,0.6736483565205867,2.3894999999999995,0.42050000000000054,0.6905249498370886,2.8034999999999997,0.006500000000000394,0.6458492753500039,37571290060.6541,-0.09130272484670382,16111780903.4699,-0.4800154967993361,88.920473853359,-0.4635742189089616,3.5,-0.261820866041685,3.0,0.12331868720472246
4,OH,DAYTON,2013-04,3.25,Refinancing_Purchase of Apartments_Coops,0.1539047619047619,3.0960952380952382,-0.13578816943822147,0.17210476190476193,3.077895238095238,-0.12234227512448935,0.19953333333333334,3.050466666666667,-0.10851722000336063,0.24005714285714277,3.0099428571428573,-0.12711410858951575,0.27714285714285714,2.972857142857143,-0.1357013064819609,0.4360190476190476,2.8139809523809522,-0.2140112010353372,0.7168333333333334,2.5331666666666663,-0.2538456678019555,0.049090909090909116,3.2009090909090907,-0.13595715712388726,0.09409090909090913,3.1559090909090908,-0.17944240632559114,0.12454545454545456,3.1254545454545455,-0.1927968084419281,0.7104545454545454,2.5395454545454546,0.3104780296474738,1.7590909090909093,1.4909090909090907,0.6736483565205867,2.5500000000000003,0.6999999999999997,0.6905249498370886,2.9327272727272726,0.3172727272727274,0.6458492753500039,39658399389.4891,-0.09130272484670382,11337096053.4966,-0.4800154967993361,88.1059676388142,-0.4635742189089616,3.0,-0.261820866041685,2.9,0.12331868720472246
5,OH,DAYTON,2013-05,3.6,Refinancing_Purchase of Apartments_Coops,0.1435047619047619,3.456495238095238,-0.13578816943822147,0.1638380952380952,3.4361619047619048,-0.12234227512448935,0.19670952380952378,3.4032904761904765,-0.10851722000336063,0.23396000000000003,3.36604,-0.12711410858951575,0.27416904761904765,3.3258309523809526,-0.1357013064819609,0.42137333333333327,3.1786266666666667,-0.2140112010353372,0.6936104761904763,2.9063895238095236,-0.2538456678019555,0.020454545454545458,3.5795454545454546,-0.13595715712388726,0.08090909090909093,3.519090909090909,-0.17944240632559114,0.11863636363636366,3.4813636363636364,-0.1927968084419281,0.840909090909091,2.759090909090909,0.3104780296474738,1.9281818181818182,1.6718181818181819,0.6736483565205867,2.7286363636363635,0.8713636363636366,0.6905249498370886,3.112727272727273,0.4872727272727273,0.6458492753500039,39298206327.5877,-0.09130272484670382,11154944519.578999,-0.4800154967993361,86.47441597957871,-0.4635742189089616,3.1,-0.261820866041685,2.9,0.12331868720472246
6,OH,DAYTON,2013-06,3.0,Refinancing_Purchase of Apartments_Coops,0.13074,2.86926,-0.13578816943822147,0.15964599999999998,2.840354,-0.12234227512448935,0.19319250000000002,2.8068075,-0.10851722000336063,0.23164600000000002,2.768354,-0.12711410858951575,0.27374,2.72626,-0.1357013064819609,0.4139935,2.5860065,-0.2140112010353372,0.6839425000000002,2.3160575,-0.2538456678019555,0.0345,2.9655,-0.13595715712388726,0.08750000000000002,2.9125,-0.17944240632559114,0.142,2.858,-0.1927968084419281,1.2035,1.7965,0.3104780296474738,2.3000000000000003,0.6999999999999997,0.6736483565205867,3.0740000000000003,-0.07400000000000029,0.6905249498370886,3.400000000000001,-0.4000000000000008,0.6458492753500039,40395555554.9932,-0.09130272484670382,11080080767.5225,-0.4800154967993361,85.7873584996498,-0.4635742189089616,3.0,-0.261820866041685,2.7,0.12331868720472246
7,OH,DAYTON,2013-11,4.405,Refinancing_Purchase of Apartments_Coops,0.10274761904761903,4.302252380952381,-0.13578816943822147,0.12919047619047616,4.275809523809524,-0.12234227512448935,0.1672714285714286,4.237728571428572,-0.10851722000336063,0.20747142857142856,4.197528571428571,-0.12711410858951575,0.2382452380952381,4.1667547619047625,-0.1357013064819609,0.35063809523809525,4.054361904761905,-0.2140112010353372,0.5866738095238094,3.8183261904761907,-0.2538456678019555,0.046842105263157914,4.358157894736842,-0.13595715712388726,0.09842105263157898,4.306578947368421,-0.17944240632559114,0.12157894736842105,4.283421052631579,-0.1927968084419281,1.3710526315789473,3.033947368421053,0.3104780296474738,2.7184210526315793,1.686578947368421,0.6736483565205867,3.503684210526316,0.9013157894736841,0.6905249498370886,3.7999999999999985,0.6050000000000018,0.6458492753500039,41062625933.5941,-0.09130272484670382,8901986132.75728,-0.4800154967993361,80.910251046009,-0.4635742189089616,2.5,-0.261820866041685,2.6,0.12331868720472246
8,OH,DAYTON,2014-03,4.3,Refinancing_Purchase of Apartments_Coops,0.0888,4.2112,-0.13578816943822147,0.1207452380952381,4.179254761904762,-0.12234227512448935,0.15488333333333335,4.145116666666667,-0.10851722000336063,0.19711666666666672,4.102883333333333,-0.12711410858951575,0.23409761904761903,4.065902380952381,-0.1357013064819609,0.33106666666666673,3.968933333333333,-0.2140112010353372,0.5571428571428573,3.7428571428571424,-0.2538456678019555,0.051428571428571455,4.248571428571428,-0.13595715712388726,0.07857142857142858,4.2214285714285715,-0.17944240632559114,0.1280952380952381,4.171904761904762,-0.1927968084419281,1.6395238095238096,2.6604761904761904,0.3104780296474738,2.7233333333333327,1.576666666666667,0.6736483565205867,3.3466666666666667,0.9533333333333331,0.6905249498370886,3.6209523809523807,0.6790476190476191,0.6458492753500039,42151687038.4775,-0.09130272484670382,10396023519.0372,-0.4800154967993361,81.64661519553,-0.4635742189089616,2.3,-0.261820866041685,2.6,0.12331868720472246
9,OH,DAYTON,2015-04,3.49,Refinancing_Purchase of Apartments_Coops,0.12200000000000003,3.3680000000000003,-0.13578816943822147,0.14605250000000003,3.3439475,-0.12234227512448935,0.18076750000000003,3.3092325000000002,-0.10851722000336063,0.22830999999999996,3.26169,-0.12711410858951575,0.27596,3.2140400000000002,-0.1357013064819609,0.404505,3.0854950000000003,-0.2140112010353372,0.6969449999999999,2.7930550000000003,-0.2538456678019555,0.018181818181818188,3.471818181818182,-0.13595715712388726,0.09363636363636368,3.3963636363636365,-0.17944240632559114,0.23363636363636367,3.2563636363636363,-0.1927968084419281,1.3545454545454545,2.1354545454545457,0.3104780296474738,1.9349999999999996,1.5550000000000006,0.6736483565205867,2.334090909090909,1.1559090909090912,0.6905249498370886,2.5859090909090905,0.9040909090909097,0.6458492753500039,45758876905.2845,-0.09130272484670382,14245911418.8887,-0.4800154967993361,82.89218119322959,-0.4635742189089616,2.5,-0.261820866041685,2.0,0.12331868720472246
