,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(2),Corr with auto_vol(2),student_vol(4),Corr with student_vol(4),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(-1),Corr with mortgage 90(-1),long,lat
0,2010-01,LA,BATON ROUGE,2010-01,5.08,"(-91.0759, 30.4171)",70806,30830.74,Refinancing_Purchase of Apartments_Coops,0.172129,0.3228829245331617,0.207845,0.3290166690133243,0.23159750000000004,0.3341596183187946,0.24093950000000003,0.3210215780172252,0.25011950000000005,0.3091040438279394,0.39936099999999997,0.2519793473068623,0.8985025,0.24654779326429008,0.022631578947368423,0.3479160850633976,0.14842105263157898,0.3285680744162699,0.3457894736842104,0.336420248210896,2.4842105263157896,0.6535156012642581,3.7331578947368427,0.7204823665841622,4.501578947368422,0.5684549504361133,4.604736842105263,0.47040969097404894,27482962505.147003,-0.08914149692292911,11978266411.3233,0.30128838413901,103.99632208797199,0.22776267396378672,5.0,0.08518307121727324,3.8,0.1169574790570947,-91.0759,30.4171
1,2011-07,LA,BATON ROUGE,2011-07,3.4,"(-91.178885, 30.388571999999996)",70820,8014.55,Refinancing_Purchase of Apartments_Coops,0.12388095238095237,0.3228829245331617,0.1598857142857143,0.3290166690133243,0.18661904761904766,0.3341596183187946,0.2182333333333334,0.3210215780172252,0.24991190476190472,0.3091040438279394,0.41392857142857137,0.2519793473068623,0.7452261904761905,0.24654779326429008,0.037500000000000006,0.3479160850633976,0.08400000000000002,0.3285680744162699,0.185,0.336420248210896,1.541,0.6535156012642581,3.003,0.7204823665841622,3.9475000000000002,0.5684549504361133,4.2705,0.47040969097404894,33690910289.8878,-0.08914149692292911,11784187253.6333,0.30128838413901,91.59671843464591,0.22776267396378672,3.9,0.08518307121727324,3.5,0.1169574790570947,-91.178885,30.388571999999996
2,2012-05,LA,BATON ROUGE,2012-05,3.74,"(-91.07969399999999, 30.385369)",70809,92673.61,Refinancing_Purchase of Apartments_Coops,0.15161363636363637,0.3228829245331617,0.19053181818181822,0.3290166690133243,0.23893181818181805,0.3341596183187946,0.3457045454545453,0.3210215780172252,0.4665318181818183,0.3091040438279394,0.732990909090909,0.2519793473068623,1.0615068181818177,0.24654779326429008,0.06590909090909093,0.3479160850633976,0.14545454545454548,0.3285680744162699,0.19181818181818186,0.336420248210896,0.7618181818181818,0.6535156012642581,1.8031818181818189,0.7204823665841622,2.525909090909091,0.5684549504361133,2.930909090909091,0.47040969097404894,36601383816.48,-0.08914149692292911,11631947675.6117,0.30128838413901,90.7743282432688,0.22776267396378672,4.3,0.08518307121727324,3.0,0.1169574790570947,-91.07969399999999,30.385369
3,2012-09,LA,BATON ROUGE,2012-09,2.35,"(-91.200175, 30.536963)",70807,9436.66,Refinancing_Purchase of Apartments_Coops,0.15189500000000006,0.3228829245331617,0.183625,0.3290166690133243,0.22133750000000002,0.3341596183187946,0.3079875,0.3210215780172252,0.3856325000000001,0.3091040438279394,0.6716749999999999,0.2519793473068623,0.9997750000000002,0.24654779326429008,0.07526315789473685,0.3479160850633976,0.13736842105263158,0.3285680744162699,0.17578947368421055,0.336420248210896,0.6689473684210526,0.6535156012642581,1.7231578947368422,0.7204823665841622,2.488421052631579,0.5684549504361133,2.8815789473684212,0.47040969097404894,38410438812.4053,-0.08914149692292911,11154944519.578999,0.30128838413901,89.6038877472871,0.22776267396378672,4.7,0.08518307121727324,3.1,0.1169574790570947,-91.200175,30.536963
4,2012-12,LA,BATON ROUGE,2012-12,2.83,"(-91.178949, 30.400327)",70808,133294.95,Refinancing_Purchase of Apartments_Coops,0.1631578947368421,0.3228829245331617,0.1875157894736842,0.3290166690133243,0.21092631578947374,0.3341596183187946,0.2552894736842105,0.3210215780172252,0.30947368421052623,0.3091040438279394,0.5145657894736843,0.2519793473068623,0.8483157894736841,0.24654779326429008,0.039500000000000014,0.3479160850633976,0.11950000000000005,0.3285680744162699,0.1585,0.336420248210896,0.6960000000000001,0.6535156012642581,1.7189999999999999,0.7204823665841622,2.4675000000000002,0.5684549504361133,2.8835,0.47040969097404894,39658399389.4891,-0.08914149692292911,9123117418.53368,0.30128838413901,89.6061116730853,0.22776267396378672,4.5,0.08518307121727324,3.0,0.1169574790570947,-91.178949,30.400327
5,2013-05,LA,BATON ROUGE,2013-05,3.57,"(-91.0759, 30.3723)",70810,20793.98,Refinancing_Purchase of Apartments_Coops,0.1435047619047619,0.3228829245331617,0.1638380952380952,0.3290166690133243,0.19670952380952378,0.3341596183187946,0.23396000000000003,0.3210215780172252,0.27416904761904765,0.3091040438279394,0.42137333333333327,0.2519793473068623,0.6936104761904763,0.24654779326429008,0.020454545454545458,0.3479160850633976,0.08090909090909093,0.3285680744162699,0.11863636363636366,0.336420248210896,0.840909090909091,0.6535156012642581,1.9281818181818182,0.7204823665841622,2.7286363636363635,0.5684549504361133,3.112727272727273,0.47040969097404894,41471481477.9035,-0.08914149692292911,10216278752.7557,0.30128838413901,91.578064558499,0.22776267396378672,4.0,0.08518307121727324,2.8,0.1169574790570947,-91.0759,30.3723
6,2013-07,LA,BATON ROUGE,2013-07,3.84,"(-91.018488, 30.394877)",70817,95899.48,Refinancing_Purchase of Apartments_Coops,0.12117913043478262,0.3228829245331617,0.15611695652173913,0.3290166690133243,0.19111913043478265,0.3341596183187946,0.232388695652174,0.3210215780172252,0.26758260869565215,0.3091040438279394,0.40307869565217386,0.2519793473068623,0.6838491304347826,0.24654779326429008,0.020909090909090912,0.3479160850633976,0.07363636363636367,0.3285680744162699,0.12181818181818184,0.336420248210896,1.4031818181818183,0.6535156012642581,2.5822727272727275,0.7204823665841622,3.3072727272727276,0.5684549504361133,3.605,0.47040969097404894,41062625933.5941,-0.08914149692292911,10396023519.0372,0.30128838413901,88.920473853359,0.22776267396378672,4.0,0.08518307121727324,2.5,0.1169574790570947,-91.018488,30.394877
7,2013-12,LA,BATON ROUGE,2013-12,5.15,"(-91.13777900000001, 30.488549)",70805,10911.48,Refinancing_Purchase of Apartments_Coops,0.10022500000000001,0.3228829245331617,0.1273025,0.3290166690133243,0.16723,0.3341596183187946,0.2127325,0.3210215780172252,0.24389749999999996,0.3091040438279394,0.34639499999999995,0.2519793473068623,0.579045,0.24654779326429008,0.019047619047619053,0.3479160850633976,0.09523809523809526,0.3285680744162699,0.13285714285714287,0.336420248210896,1.5761904761904764,0.6535156012642581,2.901904761904762,0.7204823665841622,3.6266666666666674,0.5684549504361133,3.889047619047619,0.47040969097404894,43204378466.7468,-0.08914149692292911,11032404366.8063,0.30128838413901,88.1059676388142,0.22776267396378672,4.1,0.08518307121727324,2.7,0.1169574790570947,-91.13777900000001,30.488549
8,2014-07,LA,BATON ROUGE,2014-07,3.875,"(-91.103755, 30.365887)",70810,34691.6925,Refinancing_Purchase of Apartments_Coops,0.09286956521739129,0.3228829245331617,0.12270652173913045,0.3290166690133243,0.15438695652173914,0.3341596183187946,0.1955586956521739,0.3210215780172252,0.23417391304347826,0.3091040438279394,0.32826086956521744,0.2519793473068623,0.5557695652173912,0.24654779326429008,0.024090909090909093,0.3479160850633976,0.059545454545454575,0.3285680744162699,0.11136363636363639,0.336420248210896,1.699545454545455,0.6535156012642581,2.542272727272727,0.7204823665841622,3.071363636363636,0.5684549504361133,3.3318181818181816,0.47040969097404894,44885858708.7515,-0.08914149692292911,11357071284.6333,0.30128838413901,80.910251046009,0.22776267396378672,3.6,0.08518307121727324,2.3,0.1169574790570947,-91.103755,30.365887
9,2014-10,LA,BATON ROUGE,2014-10,4.08,"(-91.18803, 30.450492999999998)",70802,74638.0,Refinancing_Purchase of Apartments_Coops,0.09059565217391304,0.3228829245331617,0.11953260869565213,0.3290166690133243,0.15351739130434783,0.3341596183187946,0.1974043478260869,0.3210215780172252,0.2313760869565217,0.3091040438279394,0.3236195652173913,0.2519793473068623,0.5523869565217392,0.24654779326429008,0.020909090909090912,0.3479160850633976,0.05045454545454548,0.3285680744162699,0.10454545454545458,0.336420248210896,1.5459090909090911,0.6535156012642581,2.304090909090909,0.7204823665841622,2.7731818181818184,0.5684549504361133,3.039999999999999,0.47040969097404894,45241950015.4561,-0.08914149692292911,11837215038.8922,0.30128838413901,81.9669757663089,0.22776267396378672,3.8,0.08518307121727324,2.6,0.1169574790570947,-91.18803,30.450492999999998
