,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-2),Corr with auto_vol(-2),student_vol(3),Corr with student_vol(3),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(4),Corr with mortgage 90(4),long,lat
0,2010-06,CA,FRESNO,2010-06,4.1,"(-119.80113999999999, 36.720318)",8272.03,Refinancing_Purchase of Apartments_Coops,0.29840136363636366,0.2674575061433002,0.3291213636363637,0.26609067002217024,0.3487363636363637,0.2542222060028961,0.4336950000000001,0.23959197204903987,0.5368986363636363,0.22275211335727838,0.7518195454545455,0.14966188203903244,1.187955909090909,0.09908339088144563,0.07954545454545457,0.25801049748967336,0.19090909090909092,0.21454416757330447,0.3181818181818181,0.20063959009468588,1.9963636363636363,0.6044302119896912,3.2040909090909095,0.5335472367894282,3.9499999999999997,0.34669987184636597,4.127727272727272,0.2798047797151664,27606233351.339,0.07480330987634992,12342273869.2704,0.5034821829569038,92.4549564204629,-0.4205841209095353,4.1,-0.22210184399717153,6.2,0.14424033540293327,-119.80113999999999,36.720318
1,2010-11,CA,FRESNO,2010-11,4.25,"(-119.85981799999999, 36.776247999999995)",61495.16,Refinancing_Purchase of Apartments_Coops,0.22869727272727272,0.2674575061433002,0.24913818181818187,0.26609067002217024,0.2541922727272727,0.2542222060028961,0.27004181818181816,0.23959197204903987,0.2871204545454545,0.22275211335727838,0.44597000000000014,0.14966188203903244,0.7651345454545454,0.09908339088144563,0.13400000000000004,0.25801049748967336,0.182,0.21454416757330447,0.25200000000000006,0.20063959009468588,1.35,0.6044302119896912,2.7630000000000003,0.5335472367894282,3.817999999999999,0.34669987184636597,4.186,0.2798047797151664,29826615528.9652,0.07480330987634992,11726514214.1317,0.5034821829569038,91.59671843464591,-0.4205841209095353,3.6,-0.22210184399717153,5.6,0.14424033540293327,-119.85981799999999,36.776247999999995
2,2012-08,CA,FRESNO,2012-08,2.48,"(-119.76011399999999, 36.867119)",86967.49,Refinancing_Purchase of Apartments_Coops,0.15374090909090915,0.2674575061433002,0.18745454545454548,0.26609067002217024,0.23783863636363634,0.2542222060028961,0.3331136363636364,0.23959197204903987,0.43259999999999993,0.22275211335727838,0.7177749999999997,0.14966188203903244,1.0426272727272727,0.09908339088144563,0.09217391304347829,0.25801049748967336,0.14043478260869566,0.21454416757330447,0.18347826086956526,0.20063959009468588,0.7139130434782609,0.6044302119896912,1.6782608695652175,0.5335472367894282,2.3978260869565218,0.34669987184636597,2.7708695652173914,0.2798047797151664,36186315501.0541,0.07480330987634992,10740081615.3953,0.5034821829569038,89.2801736441717,-0.4205841209095353,3.2,-0.22210184399717153,2.9,0.14424033540293327,-119.76011399999999,36.867119
3,2012-12,CA,FRESNO,2012-12,2.39,"(-119.734946, 36.838684)",77175.97,Refinancing_Purchase of Apartments_Coops,0.1631578947368421,0.2674575061433002,0.1875157894736842,0.26609067002217024,0.21092631578947374,0.2542222060028961,0.2552894736842105,0.23959197204903987,0.30947368421052623,0.22275211335727838,0.5145657894736843,0.14966188203903244,0.8483157894736841,0.09908339088144563,0.039500000000000014,0.25801049748967336,0.11950000000000005,0.21454416757330447,0.1585,0.20063959009468588,0.6960000000000001,0.6044302119896912,1.7189999999999999,0.5335472367894282,2.4675000000000002,0.34669987184636597,2.8835,0.2798047797151664,37685204803.0042,0.07480330987634992,9855625468.0504,0.5034821829569038,86.5850023909696,-0.4205841209095353,3.5,-0.22210184399717153,2.5,0.14424033540293327,-119.734946,36.838684
4,2013-02,CA,FRESNO,2013-02,2.64,"(-119.8155, 36.6714)",30864.02,Refinancing_Purchase of Apartments_Coops,0.15464999999999998,0.2674575061433002,0.17315,0.26609067002217024,0.20129999999999998,0.2542222060028961,0.2455,0.23959197204903987,0.29049499999999995,0.22275211335727838,0.463425,0.14966188203903244,0.761875,0.09908339088144563,0.0768421052631579,0.25801049748967336,0.12421052631578947,0.21454416757330447,0.15736842105263157,0.20063959009468588,0.8463157894736841,0.6044302119896912,1.9842105263157896,0.5335472367894282,2.782631578947368,0.34669987184636597,3.165263157894737,0.2798047797151664,38808856509.5085,0.07480330987634992,9498561196.652071,0.5034821829569038,89.95115518901541,-0.4205841209095353,3.5,-0.22210184399717153,2.1,0.14424033540293327,-119.8155,36.6714
5,2013-03,CA,FRESNO,2013-03,2.45,"(-119.864515, 36.823888000000004)",25121.32,Refinancing_Purchase of Apartments_Coops,0.15505000000000002,0.2674575061433002,0.17309999999999998,0.26609067002217024,0.20345,0.2542222060028961,0.2419,0.23959197204903987,0.28190000000000004,0.22275211335727838,0.44782500000000003,0.14966188203903244,0.7351250000000001,0.09908339088144563,0.07800000000000003,0.25801049748967336,0.11450000000000005,0.21454416757330447,0.14750000000000002,0.20063959009468588,0.8185000000000002,0.6044302119896912,1.9575,0.5335472367894282,2.7840000000000003,0.34669987184636597,3.1625000000000005,0.2798047797151664,39268596272.9965,0.07480330987634992,9260696074.4491,0.5034821829569038,90.32258801944451,-0.4205841209095353,3.6,-0.22210184399717153,1.8,0.14424033540293327,-119.864515,36.823888000000004
6,2013-08,CA,FRESNO,2013-08,3.95,"(-119.760951, 36.871645)",96094.28,Refinancing_Purchase of Apartments_Coops,0.11782999999999999,0.2674575061433002,0.1493142857142857,0.26609067002217024,0.1840704761904762,0.2542222060028961,0.22633523809523812,0.23959197204903987,0.2633952380952381,0.22275211335727838,0.3949285714285714,0.14966188203903244,0.6679499999999999,0.09908339088144563,0.03681818181818183,0.25801049748967336,0.07181818181818184,0.21454416757330447,0.12681818181818183,0.20063959009468588,1.5204545454545455,0.6044302119896912,2.7372727272727273,0.5335472367894282,3.488181818181818,0.34669987184636597,3.757727272727273,0.2798047797151664,41507587847.7023,0.07480330987634992,10396023519.0372,0.5034821829569038,85.3165844012547,-0.4205841209095353,2.5,-0.22210184399717153,2.0,0.14424033540293327,-119.760951,36.871645
7,2013-09,CA,FRESNO,2013-09,3.39,"(-119.73465, 36.743111)",24640.91,Refinancing_Purchase of Apartments_Coops,0.11272380952380952,0.2674575061433002,0.14323238095238094,0.26609067002217024,0.18057476190476196,0.2542222060028961,0.22133904761904755,0.23959197204903987,0.2531785714285715,0.22275211335727838,0.38033809523809525,0.14966188203903244,0.6526857142857143,0.09908339088144563,0.017500000000000005,0.25801049748967336,0.04150000000000001,0.21454416757330447,0.11850000000000002,0.20063959009468588,1.5959999999999999,0.6044302119896912,2.8095,0.5335472367894282,3.526,0.34669987184636597,3.7870000000000004,0.2798047797151664,41471481477.9035,0.07480330987634992,9402239044.86975,0.5034821829569038,84.4459748156831,-0.4205841209095353,2.5,-0.22210184399717153,2.0,0.14424033540293327,-119.73465,36.743111
8,2014-05,CA,FRESNO,2014-05,4.91,"(-119.87052299999999, 36.794026)",51173.18,Refinancing_Purchase of Apartments_Coops,0.08842000000000001,0.2674575061433002,0.1198375,0.26609067002217024,0.15035749999999998,0.2542222060028961,0.1914675,0.23959197204903987,0.22609000000000004,0.22275211335727838,0.3231200000000001,0.14966188203903244,0.537955,0.09908339088144563,0.026666666666666665,0.25801049748967336,0.05190476190476192,0.21454416757330447,0.0966666666666667,0.20063959009468588,1.5928571428571427,0.6044302119896912,2.559047619047619,0.5335472367894282,3.1152380952380954,0.34669987184636597,3.3899999999999997,0.2798047797151664,44555116847.5878,0.07480330987634992,11117378455.0815,0.5034821829569038,82.2508390398281,-0.4205841209095353,2.8,-0.22210184399717153,1.5,0.14424033540293327,-119.87052299999999,36.794026
9,2015-05,CA,FRESNO,2015-05,4.54,"(-119.840149, 36.782379)",19344.46,Refinancing_Purchase of Apartments_Coops,0.12315789473684212,0.2674575061433002,0.14795,0.26609067002217024,0.1842289473684211,0.2542222060028961,0.2296,0.23959197204903987,0.2795368421052632,0.22275211335727838,0.41659473684210524,0.14966188203903244,0.7346236842105265,0.09908339088144563,0.013000000000000001,0.25801049748967336,0.07950000000000002,0.21454416757330447,0.24100000000000002,0.20063959009468588,1.5385000000000002,0.6044302119896912,2.1975000000000002,0.5335472367894282,2.692,0.34669987184636597,2.9550000000000005,0.2798047797151664,47944164595.1044,0.07480330987634992,10986955735.8103,0.5034821829569038,81.36742750908279,-0.4205841209095353,2.1,-0.22210184399717153,1.2,0.14424033540293327,-119.840149,36.782379
