,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-1),Corr with auto_vol(-1),student_vol(-1),Corr with student_vol(-1),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(-1),Corr with mortgage 90(-1)
0,AL,BIRMINGHAM,2010-03,4.68,Refinancing_Purchase of Apartments_Coops,0.20298217391304352,4.477017826086956,-0.023331549721728857,0.22118086956521738,4.458819130434782,-0.044233838884212236,0.23731173913043485,4.442688260869565,-0.07934301573351836,0.25031173913043475,4.429688260869565,-0.1448955515402466,0.2684247826086957,4.411575217391304,-0.2074509168535222,0.41060652173913054,4.269393478260869,-0.29598196068981375,0.8732952173913044,3.806704782608695,-0.25288537344709316,0.11652173913043477,4.563478260869565,-0.04443323625315346,0.22565217391304354,4.4543478260869565,-0.031136452674310006,0.3956521739130435,4.2843478260869565,0.055519053508793374,2.433043478260869,2.2469565217391305,0.6099433177286896,3.7273913043478255,0.9526086956521742,0.5465311868119892,4.489130434782608,0.1908695652173913,0.46141503521563854,4.644782608695651,0.03521739130434831,0.4235467832885827,25116521917.8418,-0.2871034862240336,14228362706.5907,0.36980857749966456,96.94128995699529,0.1957830491242161,5.6,0.25940508211078045,4.6,0.39493127529690236
1,AL,BIRMINGHAM,2010-10,4.25,Refinancing_Purchase of Apartments_Coops,0.22598619047619048,4.02401380952381,-0.023331549721728857,0.25051619047619045,3.9994838095238094,-0.044233838884212236,0.25605714285714287,3.9939428571428572,-0.07934301573351836,0.2720304761904762,3.9779695238095236,-0.1448955515402466,0.28884,3.96116,-0.2074509168535222,0.45499142857142844,3.7950085714285717,-0.29598196068981375,0.7680966666666665,3.4819033333333334,-0.25288537344709316,0.14050000000000004,4.1095,-0.04443323625315346,0.17650000000000005,4.0735,-0.031136452674310006,0.22800000000000006,4.022,0.055519053508793374,1.1824999999999999,3.0675,0.6099433177286896,2.54,1.71,0.5465311868119892,3.524,0.726,0.46141503521563854,3.8724999999999996,0.3775000000000004,0.4235467832885827,29826615528.9652,-0.2871034862240336,12342273869.2704,0.36980857749966456,95.21340255359091,0.1957830491242161,5.4,0.25940508211078045,4.0,0.39493127529690236
2,AL,BIRMINGHAM,2011-03,4.07,Refinancing_Purchase of Apartments_Coops,0.2076739130434783,3.862326086956522,-0.023331549721728857,0.23889782608695653,3.8311021739130435,-0.044233838884212236,0.2532847826086956,3.816715217391305,-0.07934301573351836,0.2829456521739131,3.7870543478260874,-0.1448955515402466,0.30843478260869567,3.7615652173913046,-0.2074509168535222,0.4607826086956522,3.609217391304348,-0.29598196068981375,0.7797065217391305,3.2902934782608697,-0.25288537344709316,0.06478260869565221,4.005217391304348,-0.04443323625315346,0.15652173913043482,3.9134782608695655,-0.031136452674310006,0.25913043478260867,3.8108695652173914,0.055519053508793374,2.1134782608695653,1.956521739130435,0.6099433177286896,3.414347826086956,0.6556521739130443,0.5465311868119892,4.26608695652174,-0.19608695652173935,0.46141503521563854,4.5139130434782615,-0.4439130434782612,0.4235467832885827,32217867353.4185,-0.2871034862240336,11726514214.1317,0.36980857749966456,94.7176548951663,0.1957830491242161,5.2,0.25940508211078045,3.6,0.39493127529690236
3,AL,BIRMINGHAM,2012-04,3.03,Refinancing_Purchase of Apartments_Coops,0.14868421052631575,2.881315789473684,-0.023331549721728857,0.18980526315789473,2.840194736842105,-0.044233838884212236,0.23982894736842097,2.790171052631579,-0.07934301573351836,0.34777368421052635,2.6822263157894737,-0.1448955515402466,0.46680789473684203,2.5631921052631577,-0.2074509168535222,0.7313999999999999,2.2986,-0.29598196068981375,1.048621052631579,1.981378947368421,-0.25288537344709316,0.0666666666666667,2.963333333333333,-0.04443323625315346,0.13904761904761903,2.8909523809523807,-0.031136452674310006,0.18333333333333335,2.8466666666666667,0.055519053508793374,0.8947619047619045,2.1352380952380954,0.6099433177286896,2.0528571428571425,0.9771428571428573,0.5465311868119892,2.8166666666666664,0.21333333333333337,0.46141503521563854,3.1842857142857137,-0.15428571428571392,0.4235467832885827,35767585536.868996,-0.2871034862240336,11251067892.2966,0.36980857749966456,90.7743282432688,0.1957830491242161,4.3,0.25940508211078045,3.2,0.39493127529690236
4,AL,BIRMINGHAM,2012-06,3.15,Refinancing_Purchase of Apartments_Coops,0.163,2.987,-0.023331549721728857,0.19464736842105262,2.9553526315789473,-0.044233838884212236,0.24319736842105263,2.9068026315789472,-0.07934301573351836,0.3459342105263157,2.8040657894736842,-0.1448955515402466,0.46558684210526313,2.6844131578947366,-0.2074509168535222,0.7364000000000004,2.4135999999999997,-0.29598196068981375,1.0691894736842107,2.080810526315789,-0.25288537344709316,0.05190476190476193,3.098095238095238,-0.04443323625315346,0.14809523809523809,3.0019047619047616,-0.031136452674310006,0.18904761904761905,2.960952380952381,0.055519053508793374,0.7114285714285714,2.4385714285714286,0.6099433177286896,1.6223809523809525,1.5276190476190474,0.5465311868119892,2.3061904761904763,0.8438095238095236,0.46141503521563854,2.698095238095238,0.4519047619047618,0.4235467832885827,36777908030.9335,-0.2871034862240336,12770391029.1034,0.36980857749966456,90.0868950067716,0.1957830491242161,4.0,0.25940508211078045,3.1,0.39493127529690236
5,AL,BIRMINGHAM,2012-07,3.4,Refinancing_Purchase of Apartments_Coops,0.16720454545454547,3.2327954545454545,-0.023331549721728857,0.19873636363636368,3.2012636363636364,-0.044233838884212236,0.24646136363636365,3.153538636363636,-0.07934301573351836,0.34024999999999994,3.05975,-0.1448955515402466,0.4535545454545455,2.9464454545454544,-0.2074509168535222,0.7302181818181818,2.6697818181818183,-0.29598196068981375,1.0653181818181816,2.334681818181818,-0.25288537344709316,0.06952380952380956,3.3304761904761904,-0.04443323625315346,0.14571428571428574,3.254285714285714,-0.031136452674310006,0.18571428571428572,3.2142857142857144,0.055519053508793374,0.6195238095238095,2.7804761904761905,0.6099433177286896,1.5266666666666664,1.8733333333333335,0.5465311868119892,2.217142857142857,1.1828571428571428,0.46141503521563854,2.5900000000000003,0.8099999999999996,0.4235467832885827,36186315501.0541,-0.2871034862240336,14585937143.4485,0.36980857749966456,89.00857713430821,0.1957830491242161,4.5,0.25940508211078045,3.2,0.39493127529690236
6,AL,BIRMINGHAM,2012-09,2.85,Refinancing_Purchase of Apartments_Coops,0.15189500000000006,2.698105,-0.023331549721728857,0.183625,2.666375,-0.044233838884212236,0.22133750000000002,2.6286625,-0.07934301573351836,0.3079875,2.5420125000000002,-0.1448955515402466,0.3856325000000001,2.4643675,-0.2074509168535222,0.6716749999999999,2.178325,-0.29598196068981375,0.9997750000000002,1.850225,-0.25288537344709316,0.07526315789473685,2.774736842105263,-0.04443323625315346,0.13736842105263158,2.7126315789473683,-0.031136452674310006,0.17578947368421055,2.6742105263157896,0.055519053508793374,0.6689473684210526,2.1810526315789476,0.6099433177286896,1.7231578947368422,1.1268421052631579,0.5465311868119892,2.488421052631579,0.3615789473684212,0.46141503521563854,2.8815789473684212,-0.03157894736842115,0.4235467832885827,37160101000.5239,-0.2871034862240336,11986368496.8635,0.36980857749966456,89.56768058609659,0.1957830491242161,4.8,0.25940508211078045,3.1,0.39493127529690236
7,AL,BIRMINGHAM,2012-10,2.645,Refinancing_Purchase of Apartments_Coops,0.15320434782608702,2.491795652173913,-0.023331549721728857,0.17955217391304346,2.4654478260869563,-0.044233838884212236,0.21346521739130433,2.4315347826086957,-0.07934301573351836,0.2717391304347827,2.3732608695652173,-0.1448955515402466,0.3304891304347827,2.3145108695652175,-0.2074509168535222,0.5823021739130435,2.0626978260869566,-0.29598196068981375,0.9185760869565219,1.7264239130434782,-0.25288537344709316,0.10952380952380951,2.5354761904761904,-0.04443323625315346,0.14904761904761904,2.495952380952381,-0.031136452674310006,0.17952380952380956,2.4654761904761906,0.055519053508793374,0.7085714285714285,1.9364285714285714,0.6099433177286896,1.7461904761904758,0.8988095238095242,0.5465311868119892,2.505714285714286,0.13928571428571423,0.46141503521563854,2.90047619047619,-0.2554761904761902,0.4235467832885827,37571290060.6541,-0.2871034862240336,11631947675.6117,0.36980857749966456,89.02745876405929,0.1957830491242161,4.9,0.25940508211078045,3.0,0.39493127529690236
8,AL,BIRMINGHAM,2013-05,3.15,Refinancing_Purchase of Apartments_Coops,0.1435047619047619,3.006495238095238,-0.023331549721728857,0.1638380952380952,2.9861619047619046,-0.044233838884212236,0.19670952380952378,2.9532904761904764,-0.07934301573351836,0.23396000000000003,2.9160399999999997,-0.1448955515402466,0.27416904761904765,2.8758309523809524,-0.2074509168535222,0.42137333333333327,2.7286266666666665,-0.29598196068981375,0.6936104761904763,2.4563895238095235,-0.25288537344709316,0.020454545454545458,3.1295454545454544,-0.04443323625315346,0.08090909090909093,3.069090909090909,-0.031136452674310006,0.11863636363636366,3.0313636363636363,0.055519053508793374,0.840909090909091,2.3090909090909086,0.6099433177286896,1.9281818181818182,1.2218181818181817,0.5465311868119892,2.7286363636363635,0.4213636363636364,0.46141503521563854,3.112727272727273,0.037272727272727124,0.4235467832885827,40395555554.9932,-0.2871034862240336,9123117418.53368,0.36980857749966456,88.794109524791,0.1957830491242161,4.3,0.25940508211078045,2.6,0.39493127529690236
9,AL,BIRMINGHAM,2013-06,3.5,Refinancing_Purchase of Apartments_Coops,0.13074,3.36926,-0.023331549721728857,0.15964599999999998,3.340354,-0.044233838884212236,0.19319250000000002,3.3068075,-0.07934301573351836,0.23164600000000002,3.268354,-0.1448955515402466,0.27374,3.22626,-0.2074509168535222,0.4139935,3.0860065,-0.29598196068981375,0.6839425000000002,2.8160575,-0.25288537344709316,0.0345,3.4655,-0.04443323625315346,0.08750000000000002,3.4125,-0.031136452674310006,0.142,3.358,0.055519053508793374,1.2035,2.2965,0.6099433177286896,2.3000000000000003,1.1999999999999997,0.5465311868119892,3.0740000000000003,0.4259999999999997,0.46141503521563854,3.400000000000001,0.0999999999999992,0.4235467832885827,40995097959.5386,-0.2871034862240336,9498561196.652071,0.36980857749966456,88.920473853359,0.1957830491242161,4.1,0.25940508211078045,2.5,0.39493127529690236
10,AL,BIRMINGHAM,2013-07,2.92,Refinancing_Purchase of Apartments_Coops,0.12117913043478262,2.7988208695652173,-0.023331549721728857,0.15611695652173913,2.763883043478261,-0.044233838884212236,0.19111913043478265,2.7288808695652174,-0.07934301573351836,0.232388695652174,2.687611304347826,-0.1448955515402466,0.26758260869565215,2.652417391304348,-0.2074509168535222,0.40307869565217386,2.516921304347826,-0.29598196068981375,0.6838491304347826,2.2361508695652175,-0.25288537344709316,0.020909090909090912,2.899090909090909,-0.04443323625315346,0.07363636363636367,2.846363636363636,-0.031136452674310006,0.12181818181818184,2.798181818181818,0.055519053508793374,1.4031818181818183,1.5168181818181816,0.6099433177286896,2.5822727272727275,0.33772727272727243,0.5465311868119892,3.3072727272727276,-0.38727272727272766,0.46141503521563854,3.605,-0.685,0.4235467832885827,41507587847.7023,-0.2871034862240336,9260696074.4491,0.36980857749966456,86.5850023909696,0.1957830491242161,3.8,0.25940508211078045,2.5,0.39493127529690236
11,AL,BIRMINGHAM,2013-08,3.16,Refinancing_Purchase of Apartments_Coops,0.11782999999999999,3.04217,-0.023331549721728857,0.1493142857142857,3.0106857142857146,-0.044233838884212236,0.1840704761904762,2.975929523809524,-0.07934301573351836,0.22633523809523812,2.933664761904762,-0.1448955515402466,0.2633952380952381,2.896604761904762,-0.2074509168535222,0.3949285714285714,2.765071428571429,-0.29598196068981375,0.6679499999999999,2.4920500000000003,-0.25288537344709316,0.03681818181818183,3.1231818181818185,-0.04443323625315346,0.07181818181818184,3.0881818181818184,-0.031136452674310006,0.12681818181818183,3.033181818181818,0.055519053508793374,1.5204545454545455,1.6395454545454546,0.6099433177286896,2.7372727272727273,0.42272727272727284,0.5465311868119892,3.488181818181818,-0.3281818181818177,0.46141503521563854,3.757727272727273,-0.5977272727272727,0.4235467832885827,41471481477.9035,-0.2871034862240336,8901986132.75728,0.36980857749966456,88.29263433660921,0.1957830491242161,4.1,0.25940508211078045,2.4,0.39493127529690236
12,AL,BIRMINGHAM,2014-04,3.8,Refinancing_Purchase of Apartments_Coops,0.08864000000000001,3.71136,-0.023331549721728857,0.120115,3.6798849999999996,-0.044233838884212236,0.1517,3.6483,-0.07934301573351836,0.1918625,3.6081374999999998,-0.1448955515402466,0.227495,3.5725049999999996,-0.2074509168535222,0.32422500000000004,3.4757749999999996,-0.29598196068981375,0.550005,3.2499949999999997,-0.25288537344709316,0.023333333333333345,3.7766666666666664,-0.04443323625315346,0.05333333333333336,3.7466666666666666,-0.031136452674310006,0.10761904761904763,3.6923809523809523,0.055519053508793374,1.7009523809523805,2.099047619047619,0.6099433177286896,2.705238095238095,1.0947619047619046,0.5465311868119892,3.265238095238095,0.534761904761905,0.46141503521563854,3.5176190476190476,0.2823809523809522,0.4235467832885827,44555116847.5878,-0.2871034862240336,10653400066.5467,0.36980857749966456,84.4459748156831,0.1957830491242161,3.9,0.25940508211078045,2.7,0.39493127529690236
13,AL,BIRMINGHAM,2015-02,4.25,Refinancing_Purchase of Apartments_Coops,0.11784999999999998,4.13215,-0.023331549721728857,0.13764249999999997,4.1123575,-0.044233838884212236,0.17207499999999998,4.0779250000000005,-0.07934301573351836,0.2121925,4.0378074999999995,-0.1448955515402466,0.25842,3.99158,-0.2074509168535222,0.37596500000000005,3.874035,-0.29598196068981375,0.6601375,3.5898624999999997,-0.25288537344709316,0.017894736842105265,4.232105263157894,-0.04443323625315346,0.07105263157894741,4.178947368421053,-0.031136452674310006,0.22421052631578947,4.025789473684211,0.055519053508793374,1.472631578947368,2.777368421052632,0.6099433177286896,1.9752631578947366,2.2747368421052636,0.5465311868119892,2.3384210526315794,1.9115789473684206,0.46141503521563854,2.566315789473684,1.683684210526316,0.4235467832885827,45667781053.6763,-0.2871034862240336,11733364706.6996,0.36980857749966456,82.72786465890579,0.1957830491242161,3.6,0.25940508211078045,2.5,0.39493127529690236
14,AL,BIRMINGHAM,2015-03,3.8,Refinancing_Purchase of Apartments_Coops,0.12134999999999999,3.6786499999999998,-0.023331549721728857,0.14022954545454547,3.6597704545454546,-0.044233838884212236,0.17560000000000003,3.6243999999999996,-0.07934301573351836,0.21958181818181813,3.5804181818181817,-0.1448955515402466,0.26829772727272727,3.5317022727272724,-0.2074509168535222,0.39945,3.40055,-0.29598196068981375,0.700025,3.0999749999999997,-0.25288537344709316,0.02272727272727273,3.777272727272727,-0.04443323625315346,0.11000000000000001,3.69,-0.031136452674310006,0.25363636363636366,3.546363636363636,0.055519053508793374,1.5190909090909088,2.280909090909091,0.6099433177286896,2.042727272727273,1.7572727272727269,0.5465311868119892,2.4068181818181817,1.393181818181818,0.46141503521563854,2.626363636363636,1.1736363636363638,0.4235467832885827,45758876905.2845,-0.2871034862240336,11837215038.8922,0.36980857749966456,82.4770523961592,0.1957830491242161,3.8,0.25940508211078045,2.4,0.39493127529690236
15,AL,BIRMINGHAM,2016-02,3.72,Refinancing_Purchase of Apartments_Coops,0.3714619047619048,3.348538095238095,-0.023331549721728857,0.39233095238095245,3.3276690476190476,-0.044233838884212236,0.43129761904761904,3.288702380952381,-0.07934301573351836,0.5186452380952381,3.201354761904762,-0.1448955515402466,0.6227190476190477,3.0972809523809524,-0.2074509168535222,0.8697642857142857,2.8502357142857146,-0.29598196068981375,1.1407690476190477,2.5792309523809527,-0.25288537344709316,0.25600000000000006,3.464,-0.04443323625315346,0.445,3.2750000000000004,-0.031136452674310006,0.534,3.186,0.055519053508793374,1.222,2.498,0.6099433177286896,1.7794999999999999,1.9405000000000003,0.5465311868119892,2.1990000000000003,1.521,0.46141503521563854,2.623,1.097,0.4235467832885827,48154770296.6926,-0.2871034862240336,11404853913.5663,0.36980857749966456,81.9752078939728,0.1957830491242161,3.7,0.25940508211078045,1.9,0.39493127529690236
